	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
	484.458	-416963	416963	0	0	0	0	874.23	0	0	0	-6
