t,V,Ap,Apm,Thn,The,Tkn,Tke,B,Ps,Pl,Bm,A
999.88,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
999.89,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
999.9,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
999.91,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
999.92,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
999.93,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
999.94,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
999.95,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
999.96,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
999.97,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
999.98,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
999.99,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.01,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.02,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.03,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.04,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.05,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.06,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.07,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.08,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.09,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.1,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.11,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.12,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.13,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.14,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.15,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.16,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.17,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.18,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.19,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.2,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.21,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.22,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.23,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.24,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.25,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.26,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.27,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.28,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.29,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.3,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.31,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.32,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.33,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.34,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.35,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.36,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.37,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.38,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.39,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.4,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.41,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.42,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.43,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.44,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.45,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.46,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.47,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.48,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.49,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.5,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.51,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.52,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.53,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.54,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.55,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.56,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.57,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.58,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.59,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.6,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.61,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.62,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.63,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.64,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.65,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.66,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.67,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.68,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.69,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.7,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.71,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.72,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.73,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.74,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.75,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.76,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.77,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.78,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.79,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.8,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.81,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.82,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.83,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.84,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.85,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.86,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.87,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.88,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.89,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.9,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.91,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.92,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.93,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.94,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.95,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.96,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.97,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.98,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1990.99,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.01,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.02,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.03,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.04,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.05,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.06,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.07,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.08,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.09,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.1,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.11,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.12,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.13,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.14,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.15,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.16,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.17,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.18,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.19,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.2,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.21,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.22,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.23,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.24,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.25,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.26,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.27,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.28,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.29,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.3,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.31,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.32,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.33,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.34,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.35,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.36,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.37,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.38,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.39,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.4,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.41,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.42,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.43,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.44,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.45,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.46,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.47,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.48,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.49,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.5,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.51,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.52,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.53,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.54,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.55,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.56,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.57,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.58,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.59,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.6,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.61,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.62,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.63,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.64,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.65,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.66,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.67,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.68,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.69,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.7,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.71,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.72,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.73,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.74,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.75,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.76,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.77,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.78,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.79,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.8,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.81,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.82,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.83,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.84,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.85,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.86,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.87,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.88,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.89,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.9,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.91,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.92,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.93,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.94,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.95,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.96,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.97,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.98,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1991.99,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.01,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.02,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.03,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.04,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.05,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.06,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.07,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.08,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.09,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.1,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.11,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.12,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.13,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.14,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.15,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.16,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.17,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.18,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.19,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.2,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.21,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.22,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.23,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.24,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.25,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.26,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.27,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.28,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.29,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.3,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.31,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.32,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.33,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.34,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.35,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.36,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.37,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.38,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.39,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.4,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.41,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.42,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.43,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.44,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.45,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.46,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.47,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.48,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.49,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.5,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.51,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.52,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.53,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.54,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.55,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.56,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.57,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.58,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.59,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.6,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.61,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.62,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.63,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.64,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.65,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.66,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.67,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.68,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.69,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.7,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.71,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.72,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.73,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.74,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.75,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.76,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.77,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.78,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.79,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.8,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.81,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.82,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.83,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.84,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.85,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.86,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.87,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.88,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.89,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.9,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.91,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.92,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.93,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.94,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.95,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.96,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.97,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.98,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1992.99,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.01,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.02,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.03,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.04,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.05,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.06,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.07,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.08,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.09,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.1,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.11,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.12,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.13,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.14,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.15,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.16,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.17,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.18,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.19,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.2,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.21,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.22,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.23,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.24,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.25,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.26,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.27,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.28,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.29,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.3,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.31,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.32,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.33,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.34,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.35,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.36,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.37,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.38,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.39,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.4,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.41,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.42,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.43,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.44,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.45,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.46,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.47,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.48,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.49,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.5,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.51,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.52,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.53,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.54,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.55,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.56,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.57,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.58,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.59,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.6,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.61,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.62,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.63,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
1993.64,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
