t,V,Ap,Apm,Thn,The,Tkn,Tke,B,Ps,Pl,Bm,A
2993.73,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.74,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.75,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.76,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.77,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.78,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.79,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.8,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.81,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.82,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.83,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.84,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.85,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.86,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.87,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.88,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.89,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.9,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.91,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.92,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.93,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.94,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.95,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.96,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.97,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.98,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2993.99,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.01,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.02,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.03,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.04,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.05,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.06,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.07,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.08,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.09,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.1,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.11,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.12,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.13,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.14,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.15,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.16,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.17,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.18,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.19,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.2,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.21,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.22,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.23,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.24,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.25,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.26,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.27,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.28,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.29,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.3,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.31,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.32,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.33,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.34,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.35,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.36,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.37,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.38,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.39,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.4,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.41,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.42,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.43,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.44,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.45,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.46,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.47,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.48,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.49,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.5,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.51,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.52,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.53,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.54,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.55,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.56,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.57,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.58,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.59,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.6,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.61,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.62,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.63,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.64,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.65,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.66,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.67,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.68,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.69,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.7,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.71,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.72,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.73,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.74,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.75,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.76,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.77,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.78,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.79,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.8,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.81,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.82,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.83,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.84,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.85,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.86,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.87,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.88,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.89,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.9,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.91,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.92,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.93,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.94,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.95,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.96,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.97,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.98,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2994.99,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.01,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.02,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.03,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.04,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.05,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.06,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.07,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.08,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.09,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.1,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.11,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.12,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.13,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.14,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.15,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.16,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.17,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.18,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.19,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.2,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.21,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.22,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.23,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.24,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.25,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.26,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.27,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.28,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.29,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.3,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.31,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.32,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.33,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.34,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.35,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.36,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.37,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.38,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.39,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.4,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.41,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.42,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.43,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.44,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.45,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.46,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.47,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.48,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.49,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.5,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.51,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.52,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.53,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.54,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.55,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.56,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.57,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.58,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.59,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.6,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.61,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.62,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.63,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.64,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.65,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.66,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.67,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.68,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.69,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.7,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.71,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.72,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.73,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.74,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.75,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.76,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.77,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.78,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.79,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.8,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.81,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.82,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.83,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.84,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.85,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.86,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.87,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.88,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.89,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.9,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.91,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.92,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.93,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.94,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.95,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.96,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.97,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.98,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2995.99,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.01,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.02,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.03,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.04,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.05,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.06,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.07,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.08,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.09,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.1,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.11,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.12,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.13,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.14,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.15,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.16,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.17,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.18,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.19,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.2,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.21,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.22,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.23,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.24,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.25,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.26,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.27,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.28,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.29,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.3,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.31,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.32,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.33,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.34,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.35,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.36,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.37,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.38,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.39,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.4,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.41,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.42,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.43,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.44,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.45,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.46,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.47,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.48,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.49,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.5,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.51,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.52,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.53,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.54,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.55,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.56,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.57,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.58,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.59,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.6,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.61,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.62,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.63,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.64,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.65,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.66,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.67,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.68,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.69,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.7,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.71,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.72,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.73,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.74,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.75,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.76,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.77,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.78,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.79,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.8,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.81,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.82,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.83,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.84,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.85,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.86,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.87,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.88,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.89,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.9,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.91,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.92,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.93,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.94,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.95,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.96,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.97,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.98,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2996.99,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.01,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.02,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.03,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.04,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.05,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.06,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.07,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.08,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.09,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.1,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.11,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.12,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.13,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.14,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.15,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.16,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.17,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.18,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.19,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.2,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.21,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.22,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.23,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.24,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.25,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.26,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.27,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.28,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.29,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.3,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.31,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.32,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.33,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.34,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.35,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.36,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.37,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.38,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.39,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.4,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.41,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.42,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.43,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.44,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.45,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.46,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.47,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.48,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
2997.49,724,1e+06,0,1e+06,0,500000,0,250000,0,0,0,150
